AUC,Rank,Term_Name,Overlapping_Genes,Adjusted_P-value,Source
0.65,179,"cardiomyopathy, dilated",LHCGR,0.49776350832516253,OMIM_Expanded
0.65,167,inflammatory bowel disease,LHCGR,0.4979146827254584,OMIM_Expanded
0.65,173,systemic lupus erythematosus,LHCGR,0.4980877674104123,OMIM_Expanded
0.65,180,colorectal cancer,LHCGR,0.4981975056630786,OMIM_Expanded
0.65,158,migraine,LHCGR,0.49858476833207754,OMIM_Expanded
0.65,168,stature,LHCGR,0.49858521327599636,OMIM_Expanded
0.65,174,"diabetes mellitus, type 2",LHCGR,0.49863307974695753,OMIM_Expanded
0.65,170,"diabetes mellitus, type 1",LHCGR,0.49983991937904504,OMIM_Expanded
0.7,1,neuropathy,"LHCGR, CTDP1, GJB3, C10ORF2, GARS",0.259588250555,OMIM_Expanded
0.7,169,orofacial cleft,LHCGR,0.5598012602799499,OMIM_Expanded
0.7,168,microphthalmia,LHCGR,0.5631334106387592,OMIM_Expanded
0.7,164,thyroid carcinoma,LHCGR,0.5642881293044406,OMIM_Expanded
0.7,165,ichthyosis,LHCGR,0.5650667099904446,OMIM_Expanded
0.7,166,aneurysm,LHCGR,0.5658055115212969,OMIM_Expanded
0.7,167,autism,LHCGR,0.5665054669898895,OMIM_Expanded
0.7,163,myocardial infarction,LHCGR,0.5677500196682715,OMIM_Expanded
0.7,178,hypertension,LHCGR,0.5683466714029862,OMIM_Expanded
0.7,179,prostate cancer,LHCGR,0.5686906971236904,OMIM_Expanded
0.7,176,systemic lupus erythematosus,LHCGR,0.5711997453962702,OMIM_Expanded
0.7,162,migraine,LHCGR,0.5712546494193103,OMIM_Expanded
0.7,177,"diabetes mellitus, type 2",LHCGR,0.5715576695465059,OMIM_Expanded
0.7,170,inflammatory bowel disease,LHCGR,0.5722813498870306,OMIM_Expanded
0.7,180,muscular dystrophy,LHCGR,0.572454155497034,OMIM_Expanded
0.7,181,"cardiomyopathy, dilated",LHCGR,0.5726961332827243,OMIM_Expanded
0.7,171,stature,LHCGR,0.5727837288232491,OMIM_Expanded
0.7,182,colorectal cancer,LHCGR,0.5729107677318811,OMIM_Expanded
0.7,173,"diabetes mellitus, type 1",LHCGR,0.5736880946783055,OMIM_Expanded
0.7,175,immunodeficiency,LHCGR,0.5744637439413917,OMIM_Expanded
0.75,1,cataract,"LHCGR, MAF, CTDP1, SORD, CRYBB3, CRYBA1, JAK2",0.06534564460358656,OMIM_Expanded
0.75,2,neuropathy,"LHCGR, CTDP1, GJB3, C10ORF2, GARS, JAK2",0.11356813529303587,OMIM_Expanded
0.75,4,lateral sclerosis,"LHCGR, ANG, JAK2, TARDBP, NEFH",0.16381108533460195,OMIM_Expanded
0.75,5,obesity,"MC4R, PCSK1, NTRK2, LHCGR, JAK2",0.2077333758905866,OMIM_Expanded
0.75,3,macular degeneration,"C3, LHCGR, APOE, JAK2, TLR3",0.20879494020231848,OMIM_Expanded
0.75,165,thyroid carcinoma,"LHCGR, JAK2",0.2915385983063885,OMIM_Expanded
0.75,164,migraine,"LHCGR, JAK2",0.2933162726863055,OMIM_Expanded
0.75,166,ichthyosis,"LHCGR, JAK2",0.2941873475366748,OMIM_Expanded
0.75,161,myopia,"LHCGR, JAK2",0.29424115131935924,OMIM_Expanded
0.75,163,glaucoma,"LHCGR, JAK2",0.2951157590218043,OMIM_Expanded
0.75,158,microcephaly,"LHCGR, JAK2",0.29520288801935096,OMIM_Expanded
0.75,170,orofacial cleft,"LHCGR, JAK2",0.2958693327832783,OMIM_Expanded
0.75,160,cone-rod dystrophy,"LHCGR, JAK2",0.2960801585151052,OMIM_Expanded
0.75,167,aneurysm,"LHCGR, JAK2",0.29680499015920386,OMIM_Expanded
0.75,162,"cardiomyopathy, hypertrophic","LHCGR, JAK2",0.2969374612379883,OMIM_Expanded
0.75,157,malaria,"LHCGR, JAK2",0.29708316119144873,OMIM_Expanded
0.75,169,microphthalmia,"LHCGR, JAK2",0.297620038894422,OMIM_Expanded
0.75,159,bardet-biedl syndrome,"LHCGR, JAK2",0.2979422978768354,OMIM_Expanded
0.75,156,leigh syndrome,"LHCGR, JAK2",0.2989875404298555,OMIM_Expanded
0.75,168,autism,"LHCGR, JAK2",0.299391586744984,OMIM_Expanded
0.8,2,lateral sclerosis,"LHCGR, THRA, CHMP2B, ANG, JAK2, TARDBP, NEFH",0.07025032052590194,OMIM_Expanded
0.8,4,neuropathy,"LHCGR, CTDP1, THRA, GJB3, C10ORF2, GARS, JAK2",0.08652362481789135,OMIM_Expanded
0.8,3,deafness,"GJB3, CLDN14, MYH14, SLC4A11, IGF1, POU3F4, DFNA5",0.10402704382185173,OMIM_Expanded
0.8,1,cataract,"LHCGR, MAF, CTDP1, THRA, SORD, CRYBB3, CRYBA1, JAK2",0.13518676901629506,OMIM_Expanded
0.8,5,macular degeneration,"C3, LHCGR, THRA, APOE, JAK2, TLR3",0.13759174413868366,OMIM_Expanded
0.8,165,microcephaly,"LHCGR, THRA, JAK2",0.19118176975807097,OMIM_Expanded
0.8,168,myopia,"LHCGR, THRA, JAK2",0.19201929839217818,OMIM_Expanded
0.8,164,malaria,"LHCGR, THRA, JAK2",0.1923475122565958,OMIM_Expanded
0.8,167,cone-rod dystrophy,"LHCGR, THRA, JAK2",0.19316911455021518,OMIM_Expanded
0.8,163,leigh syndrome,"LHCGR, THRA, JAK2",0.19352755834405957,OMIM_Expanded
0.8,159,rheumatoid arthritis,"LHCGR, THRA, JAK2",0.19393372969955655,OMIM_Expanded
0.8,170,thyroid carcinoma,"LHCGR, THRA, JAK2",0.19398863906080907,OMIM_Expanded
0.8,166,bardet-biedl syndrome,"LHCGR, THRA, JAK2",0.1943327839149755,OMIM_Expanded
0.8,162,encephalopathy,"LHCGR, THRA, JAK2",0.19472217290173896,OMIM_Expanded
0.8,169,migraine,"LHCGR, THRA, JAK2",0.19513650083039966,OMIM_Expanded
0.8,158,melanoma,"LHCGR, THRA, JAK2",0.1951611583685411,OMIM_Expanded
0.8,161,convulsions,"LHCGR, THRA, JAK2",0.19593162739181186,OMIM_Expanded
0.8,157,leber amaurosis,"LHCGR, THRA, JAK2",0.19640422307152544,OMIM_Expanded
0.8,160,celiac disease,"LHCGR, THRA, JAK2",0.19715620006301068,OMIM_Expanded
0.8,156,hypogonadism,"LHCGR, THRA, JAK2",0.1976632245014711,OMIM_Expanded
0.85,1,cataract,"LHCGR, CTDP1, THRA, AIP, NR2F1, SORD, CRYBB3, CRYBA1, PAX6, TSHR, SIX6, MAF, JAK2, PITX3, GALK1",3.9945323350012806e-05,OMIM_Expanded
0.85,2,neuropathy,"BSCL2, LHCGR, CTDP1, THRA, GJB3, AIP, NR2F1, HSPB1, C10ORF2, GARS, JAK2, TSHR",0.0011646878289057188,OMIM_Expanded
0.85,4,microphthalmia,"SOX2, SIX6, LHCGR, MFRP, THRA, AIP, NR2F1, OTX2, JAK2, TSHR",0.003908620284516535,OMIM_Expanded
0.85,9,long qt syndrome,"LHCGR, KCNE2, THRA, AIP, NR2F1, ANK2, CACNA1C, JAK2, TSHR",0.004502838119927292,OMIM_Expanded
0.85,11,corneal dystrophy,"LHCGR, THRA, AIP, NR2F1, SLC4A11, PAX6, TGFBI, JAK2, TSHR",0.00475175862618086,OMIM_Expanded
0.85,8,obesity,"MC4R, PCSK1, MC3R, NTRK2, LHCGR, THRA, AIP, NR2F1, JAK2, TSHR",0.004846005902524212,OMIM_Expanded
0.85,10,deafness,"DIAPH1, GJB3, CLDN14, MYH14, SLC4A11, ATP2B2, IGF1, COCH, POU3F4, DFNA5",0.004862653277129424,OMIM_Expanded
0.85,7,hypertension,"HSD11B2, LHCGR, PTGIS, THRA, CYP11B2, AIP, AGTR1, NR2F1, JAK2, TSHR",0.0051257988613948495,OMIM_Expanded
0.85,6,diamond-blackfan anemia,"RPL5, LHCGR, THRA, RPS19, RPL11, AIP, NR2F1, JAK2, TSHR",0.00517696902776097,OMIM_Expanded
0.85,3,lateral sclerosis,"LHCGR, THRA, CHMP2B, AIP, NR2F1, ANG, JAK2, TARDBP, NEFH, TSHR",0.005211493712688714,OMIM_Expanded
0.85,12,macular degeneration,"C3, LHCGR, THRA, AIP, NR2F1, APOE, JAK2, TLR3, TSHR",0.006015258512139043,OMIM_Expanded
0.85,5,charcot-marie-tooth disease,"YARS, LHCGR, THRA, AIP, NR2F1, HSPB1, GARS, JAK2, LITAF, TSHR",0.006129006654469924,OMIM_Expanded
0.85,14,anemia,"RPL5, G6PD, CDAN1, RPS19, TERC, RPL11, GATA1",0.006493983430478536,OMIM_Expanded
0.85,13,cardiomyopathy,"LHCGR, PLN, THRA, AIP, NR2F1, LDB3, PSEN1, JAK2, MYH6, TSHR",0.006587359560799547,OMIM_Expanded
0.85,15,amyloidosis,"LHCGR, TTR, THRA, AIP, NR2F1, APOA1, JAK2, TSHR",0.009717142155566958,OMIM_Expanded
0.85,23,cdeficiency,"C3, LHCGR, THRA, C9, AIP, NR2F1, JAK2, TSHR",0.00997926307269163,OMIM_Expanded
0.85,17,hypercholesterolemia,"LHCGR, THRA, AIP, NR2F1, PCSK9, LDLRAP1, JAK2, TSHR",0.010021146809107942,OMIM_Expanded
0.85,21,fibrosis,"LHCGR, THRA, AIP, NR2F1, KIF21A, SFTPA1, JAK2, TSHR",0.010161642139763604,OMIM_Expanded
0.85,18,coronary artery disease,"LHCGR, THRA, AIP, NR2F1, JAK2, LPA, TSHR, LRP6",0.010213916175306653,OMIM_Expanded
0.85,22,anomalies,"LHCGR, THRA, AIP, NR2F1, HOXD13, JAK2, TSHR, GLI2",0.01043286593963216,OMIM_Expanded
0.9,1,cataract,"CTDP1, THRA, CRYBA1, BEST1, SIX6, GJA3, HNF4A, EP300, JAK2, PITX3, LHCGR, CAV3, EYA1, CAV1, AIP, NR2F1, SORD, CRYBB3, CRYBB2, PAX6, HNF1A, TSHR, CRYGC, MAF, CTNNB1, CRYAB, GALK1",3.010956860573084e-11,OMIM_Expanded
0.9,2,neuropathy,"LHCGR, CTDP1, CAV3, THRA, CAV1, AIP, NR2F1, HSPB1, HNF1A, TSHR, BSCL2, GJB1, SPTLC1, GJB3, MPZ, HNF4A, PRX, EP300, C10ORF2, CTNNB1, GARS, JAK2",2.2498967699819794e-08,OMIM_Expanded
0.9,3,cardiomyopathy,"LHCGR, CAV3, THRA, CAV1, TNNC1, AIP, NR2F1, LDB3, HNF1A, PSEN1, TSHR, PLN, ACTC1, MYL2, HNF4A, EP300, TCAP, CTNNB1, JAK2, VCL, MYH6",2.519607077334073e-07,OMIM_Expanded
0.9,4,"cardiomyopathy, dilated","LHCGR, CAV3, THRA, CAV1, TNNC1, AIP, NR2F1, LDB3, HNF1A, PSEN1, TSHR, PLN, ACTC1, HNF4A, EP300, TCAP, CTNNB1, JAK2, VCL",1.7126178010077722e-06,OMIM_Expanded
0.9,5,charcot-marie-tooth disease,"YARS, PRPS1, LHCGR, CAV3, THRA, CAV1, AIP, NR2F1, HSPB1, HNF1A, LITAF, TSHR, MPZ, HNF4A, EP300, CTNNB1, GARS, JAK2",3.0246435084315265e-06,OMIM_Expanded
0.9,6,myopathy,"LHCGR, CAV3, THRA, TPM3, TPM2, CAV1, AIP, NR2F1, LDB3, HNF1A, TSHR, MTM1, MYH2, HNF4A, EP300, CTNNB1, COL9A3, JAK2, CRYAB",4.810402896901892e-06,OMIM_Expanded
0.9,7,corneal dystrophy,"LHCGR, THRA, CAV3, CAV1, AIP, NR2F1, SLC4A11, PAX6, HNF1A, TSHR, ZEB1, HNF4A, EP300, CTNNB1, TGFBI, JAK2",9.029128096129935e-06,OMIM_Expanded
0.9,13,diamond-blackfan anemia,"RPL5, LHCGR, THRA, CAV3, CAV1, RPL11, AIP, NR2F1, HNF1A, TSHR, RPS19, HNF4A, EP300, CTNNB1, JAK2",1.074560599871451e-05,OMIM_Expanded
0.9,12,microphthalmia,"LHCGR, THRA, CAV3, CAV1, AIP, NR2F1, HNF1A, TSHR, SOX2, SIX6, MFRP, HNF4A, EP300, CTNNB1, OTX2, JAK2",1.1198689211372898e-05,OMIM_Expanded
0.9,14,chondrodysplasia,"LHCGR, THRA, CAV3, CAV1, AIP, NR2F1, HNF1A, TSHR, PEX7, HNF4A, COL10A1, EP300, CTNNB1, JAK2, ARSE",1.1662766806789367e-05,OMIM_Expanded
0.9,10,"epiphyseal dysplasia, multiple","LHCGR, THRA, CAV3, CAV1, AIP, NR2F1, HNF1A, TSHR, HNF4A, EP300, CTNNB1, COL9A3, COL9A2, JAK2, MATN3",1.1921760448965669e-05,OMIM_Expanded
0.9,11,lateral sclerosis,"LHCGR, THRA, CAV3, CAV1, AIP, NR2F1, HNF1A, TSHR, HNF4A, CHMP2B, EP300, CTNNB1, ANG, JAK2, TARDBP, NEFH",1.221675186695225e-05,OMIM_Expanded
0.9,8,arthrogryposis,"LHCGR, THRA, CAV3, TPM2, CAV1, AIP, NR2F1, HNF1A, TSHR, GLE1, MYH3, HNF4A, EP300, CTNNB1, JAK2",1.2685555187084942e-05,OMIM_Expanded
0.9,9,macular degeneration,"LHCGR, THRA, CAV3, CAV1, AIP, NR2F1, HNF1A, TSHR, RPGR, C3, HNF4A, EP300, CTNNB1, APOE, JAK2, TLR3",1.2896007398185924e-05,OMIM_Expanded
0.9,15,long qt syndrome,"LHCGR, KCNE2, THRA, CAV3, CAV1, AIP, NR2F1, ANK2, HNF1A, CACNA1C, TSHR, HNF4A, EP300, CTNNB1, JAK2",1.4764621930211423e-05,OMIM_Expanded
0.9,16,anomalies,"LHCGR, THRA, CAV3, EYA1, CAV1, AIP, NR2F1, HOXD13, HNF1A, TSHR, GLI2, HNF4A, EP300, CTNNB1, JAK2",1.860286315890638e-05,OMIM_Expanded
0.9,23,obesity,"PCSK1, NTRK2, LHCGR, CAV3, THRA, CAV1, AIP, NR2F1, HNF1A, TSHR, MC4R, MC3R, HNF4A, EP300, CTNNB1, JAK2",2.582109063966281e-05,OMIM_Expanded
0.9,22,infections,"LHCGR, THRA, CAV3, CAV1, AIP, NR2F1, HNF1A, TSHR, RPGR, HNF4A, EP300, CTNNB1, JAK2, IL12RB1",2.5905186871413367e-05,OMIM_Expanded
0.9,17,"cardiomyopathy, hypertrophic","LHCGR, THRA, CAV3, TNNC1, CAV1, AIP, NR2F1, HNF1A, TSHR, HNF4A, MYL2, EP300, CTNNB1, JAK2, MYH6",2.6838094812632764e-05,OMIM_Expanded
0.9,21,dyskeratosis,"LHCGR, THRA, CAV3, TERC, CAV1, TINF2, AIP, NR2F1, HNF1A, TSHR, HNF4A, EP300, CTNNB1, JAK2",2.7138767198623525e-05,OMIM_Expanded
0.95,1,cardiomyopathy,"CEBPA, THRA, PSEN2, LDB3, PSEN1, ADCY5, TTN, CSRP3, PLN, HNF4A, LMNA, EP300, DMD, SCN5A, JAK2, MEN1, JAK1, TFAP2A, MYBPC3, DSP, LHCGR, CREBBP, CSNK2A1, CAV3, ACTN2, FUS, CAV1, TNNC1, TPM1, AIP, NR2F1, HNF1B, HNF1A, TSHR, DES, ACTC1, APC, MYL2, TNNT2, TCAP, CTNNB1, VCL, MYH6",1.1990698515264024e-17,OMIM_Expanded
0.95,2,"cardiomyopathy, dilated","CEBPA, THRA, PSEN2, LDB3, PSEN1, ADCY5, TTN, CSRP3, PLN, HNF4A, LMNA, EP300, DMD, SCN5A, JAK2, MEN1, JAK1, TFAP2A, MYBPC3, DSP, LHCGR, CREBBP, CSNK2A1, CAV3, ACTN2, FUS, CAV1, TNNC1, TPM1, AIP, NR2F1, HNF1B, HNF1A, TSHR, DES, ACTC1, APC, TNNT2, TCAP, CTNNB1, VCL",1.656212319160709e-17,OMIM_Expanded
0.95,3,neuropathy,"CEBPA, CTDP1, THRA, HSPB8, HSPB1, ADCY5, SPTLC1, MPZ, HNF4A, PRX, EP300, MFN2, C10ORF2, SLC12A6, JAK2, MEN1, JAK1, TFAP2A, LHCGR, CREBBP, EGR2, CSNK2A1, CAV3, FUS, CAV1, AIP, NR2F1, HNF1B, HNF1A, TSHR, BSCL2, GJB1, APC, GJB3, GAN, PMP22, CTNNB1, GARS",9.204574672168526e-15,OMIM_Expanded
0.95,4,myopathy,"RYR1, CEBPA, VCP, THRA, LDB3, MTM1, ADCY5, TTN, CPT2, HNF4A, EP300, FLNC, JAK2, MEN1, JAK1, TFAP2A, LHCGR, CREBBP, CSNK2A1, CAV3, TPM3, FUS, TPM2, CAV1, PGAM2, AIP, NR2F1, HNF1B, NEB, HNF1A, TSHR, DNM2, MYH2, DES, APC, CTNNB1, COL9A3, CRYAB, GNE",1.463285460049505e-14,OMIM_Expanded
0.95,5,charcot-marie-tooth disease,"CEBPA, PRPS1, THRA, HSPB8, HSPB1, LITAF, ADCY5, MPZ, HNF4A, LMNA, EP300, NEFL, MFN2, JAK2, MEN1, JAK1, TFAP2A, YARS, LHCGR, CREBBP, EGR2, CSNK2A1, CAV3, FUS, CAV1, AIP, NR2F1, HNF1B, HNF1A, TSHR, DNM2, APC, PMP22, CTNNB1, GARS",1.1559392927003376e-13,OMIM_Expanded
0.95,6,cataract,"CEBPA, CTDP1, THRA, CRYBA1, BEST1, ADCY5, SIX6, GJA3, HNF4A, EP300, JAK2, PITX3, MEN1, JAK1, TFAP2A, LHCGR, CREBBP, CSNK2A1, CAV3, EYA1, FUS, CAV1, AIP, NR2F1, SORD, CRYBB3, CRYBB2, HNF1B, PAX6, HNF1A, TSHR, CRYGC, MAF, APC, CTNNB1, CRYAB, GALK1",1.1858524582547708e-12,OMIM_Expanded
0.95,7,disorder of glycosylation,"CEBPA, THRA, ADCY5, HNF4A, EP300, JAK2, JAK1, MEN1, MPDU1, TFAP2A, LHCGR, ALG8, CREBBP, ALG9, COG7, CSNK2A1, ALG6, CAV3, FUS, CAV1, AIP, ALG2, NR2F1, ALG3, COG1, ALG12, HNF1B, HNF1A, TSHR, APC, CTNNB1",1.1195976996460895e-11,OMIM_Expanded
0.95,8,"cardiomyopathy, hypertrophic","CEBPA, THRA, ADCY5, TTN, CSRP3, HNF4A, EP300, JAK2, JAK1, MEN1, MYBPC3, TFAP2A, LHCGR, CREBBP, CSNK2A1, CAV3, FUS, TNNC1, CAV1, TPM1, AIP, NR2F1, HNF1B, HNF1A, TSHR, APC, MYL2, TNNT2, CTNNB1, MYH6",2.4086416865758468e-11,OMIM_Expanded
0.95,9,long qt syndrome,"CEBPA, KCNE2, THRA, CACNA1C, ADCY5, HNF4A, EP300, SCN5A, JAK2, KCNJ2, JAK1, MEN1, KCNH2, TFAP2A, LHCGR, CREBBP, CSNK2A1, CAV3, FUS, CAV1, AIP, NR2F1, HNF1B, ANK2, HNF1A, TSHR, APC, KCNQ1, CTNNB1",2.77002969089437e-11,OMIM_Expanded
0.95,10,orofacial cleft,"CEBPA, THRA, SATB2, ADCY5, CDH1, TBX22, HNF4A, EP300, MSX1, JAK2, TP63, JAK1, MEN1, TFAP2A, LHCGR, CREBBP, CSNK2A1, CAV3, FUS, CAV1, AIP, NR2F1, HNF1B, HNF1A, L1CAM, TSHR, BMP4, APC, CTNNB1, IRF6",4.867736478097468e-11,OMIM_Expanded
0.95,11,muscular dystrophy,"CEBPA, THRA, POMT1, ADCY5, TTN, SEPN1, SGCA, SGCB, HNF4A, LMNA, EP300, DMD, JAK2, EMD, MEN1, JAK1, TFAP2A, LHCGR, CREBBP, FKRP, CSNK2A1, CAV3, FUS, CAV1, AIP, NR2F1, HNF1B, HNF1A, TSHR, APC, TCAP, CTNNB1",5.5530146488993423e-11,OMIM_Expanded
0.95,12,albinism,"OCA2, CEBPA, SLC45A2, THRA, TYRP1, ADCY5, HNF4A, EP300, JAK2, JAK1, MEN1, TFAP2A, LHCGR, CREBBP, CSNK2A1, CAV3, FUS, CAV1, AIP, NR2F1, MITF, HNF1B, HNF1A, TYR, TSHR, GPR143, APC, CTNNB1",7.064377864117614e-11,OMIM_Expanded
0.95,13,ichthyosis,"FLG, CEBPA, THRA, CYP4F22, ADCY5, TGM1, STS, HNF4A, EP300, JAK2, JAK1, MEN1, TFAP2A, LHCGR, CREBBP, CSNK2A1, CAV3, FUS, CAV1, KRT1, AIP, NR2F1, HNF1B, HNF1A, KRT10, TSHR, GJB2, APC, CTNNB1",1.2377812256733482e-10,OMIM_Expanded
0.95,14,ovarian cancer,"CEBPA, THRA, BRCA1, BRCA2, ADCY5, SEPT9, CDH1, HNF4A, ERBB2, EP300, JAK2, JAK1, MEN1, TFAP2A, LHCGR, CREBBP, CSNK2A1, CAV3, FUS, CAV1, AIP, NR2F1, HNF1B, HNF1A, TSHR, PIK3CA, APC, CTNNB1",1.5463533448138823e-10,OMIM_Expanded
0.95,16,glycogen storage disease,"CEBPA, THRA, PYGL, ADCY5, GYS2, GYS1, HNF4A, LAMP2, EP300, SLC37A4, JAK2, JAK1, MEN1, TFAP2A, LHCGR, CREBBP, CSNK2A1, CAV3, FUS, GAA, CAV1, AIP, NR2F1, HNF1B, HNF1A, TSHR, APC, CTNNB1",1.8304003932417653e-10,OMIM_Expanded
0.95,15,arrhythmogenic right ventricular dysplasia,"RYR2, CEBPA, THRA, ADCY5, TMEM43, HNF4A, EP300, JAK2, JAK1, MEN1, DSP, TFAP2A, LHCGR, CREBBP, CSNK2A1, CAV3, FUS, CAV1, AIP, NR2F1, HNF1B, HNF1A, TSHR, APC, PKP2, CTNNB1, DSG2, DSC2",1.9524270861245497e-10,OMIM_Expanded
0.95,17,colorectal cancer,"CEBPA, THRA, ADCY5, FLCN, NRAS, HNF4A, EP300, PMS2, JAK2, MEN1, JAK1, TFAP2A, LHCGR, CREBBP, CSNK2A1, CAV3, FUS, CAV1, AIP, NR2F1, HNF1B, BRAF, HNF1A, MLH1, MLH3, TSHR, MSH6, PIK3CA, APC, CTNNB1, TP53",3.272703008395357e-10,OMIM_Expanded
0.95,18,breast cancer,"CEBPA, THRA, BRCA2, PPM1D, ADCY5, CDH1, HNF4A, EP300, RAD54L, JAK2, MEN1, JAK1, TFAP2A, BARD1, LHCGR, CREBBP, CSNK2A1, CAV3, FUS, CAV1, AIP, NR2F1, HNF1B, HNF1A, PALB2, TSHR, PIK3CA, APC, CTNNB1, TP53",3.42738789649425e-10,OMIM_Expanded
0.95,19,dystonia,"CEBPA, THRA, SLC2A1, ATP1A3, ADCY5, SGCE, SPR, HNF4A, EP300, JAK2, JAK1, MEN1, TFAP2A, LHCGR, CREBBP, CSNK2A1, CAV3, FUS, CAV1, AIP, NR2F1, HNF1B, HNF1A, TSHR, THAP1, APC, CTNNB1, TAF1",4.91938063005677e-10,OMIM_Expanded
0.95,20,arthrogryposis,"CEBPA, THRA, ADCY5, GLE1, HNF4A, EP300, JAK2, JAK1, MEN1, TFAP2A, LHCGR, CREBBP, CSNK2A1, CAV3, FUS, TPM2, CAV1, AIP, NR2F1, HNF1B, HNF1A, TSHR, MYH3, APC, TNNT3, CTNNB1",6.524372817020951e-10,OMIM_Expanded
