AUC,Rank,Term_Name,Overlapping_Genes,Adjusted_P-value,Source
0.6,12,Proteins with Altered Expression in Polycystic Ovary Syndrome,"LHCGR, IGF1",0.6359811864674619,Elsevier_Pathway_Collection
0.6,10,rRNA Transcription and Processing,"BRF1, UBTF",0.6890962544380544,Elsevier_Pathway_Collection
0.6,8,Vascularization in Hepatocellular Carcinoma,"ANG, IGF1",0.6895376560678429,Elsevier_Pathway_Collection
0.6,2,Visual Cycle in Retinal Cones,"OPN1MW, OPN1LW",0.7493812210860898,Elsevier_Pathway_Collection
0.6,4,Proteins Involved in Arterial Hypertension,"KCNJ5, TRPC6, IGF1, PLCD1, ESR2, TRPM4",0.7648517656702607,Elsevier_Pathway_Collection
0.6,9,OPRD/OPRM -> Ion Channels,"KCNJ5, SCN10A",0.7656625049311716,Elsevier_Pathway_Collection
0.6,5,NF-kB Canonical Signaling,"IKBKAP, TLR3, MALT1",0.7724268153106069,Elsevier_Pathway_Collection
0.6,14,CHRM1/2/3/5 -> Ion Channels,"KCNJ5, KCNK9",0.7816471434195637,Elsevier_Pathway_Collection
0.6,7,ADRA1 -> Ion Channels,"SCN10A, PLCD1",0.7880430355061062,Elsevier_Pathway_Collection
0.6,3,Translation,"CARS, YARS, GARS",0.7941029725197569,Elsevier_Pathway_Collection
0.6,6,GRM1/5 (Postsynaptic) -> Ion Channels,"KCNJ5, SCN10A",0.8138652001530131,Elsevier_Pathway_Collection
0.6,13,NFKB Canonical Signaling Activation in Cancer,"IKBKAP, TLR3, MALT1",0.8356298138657264,Elsevier_Pathway_Collection
0.6,28,Proteins Involved in Osteoporosis,"IRAK3, IGF1, ESR2",0.8495444724882211,Elsevier_Pathway_Collection
0.6,27,Proteins Involved in Polycystic Ovary Syndrome,"LIPE, LHCGR, IGF1",0.8576344046054712,Elsevier_Pathway_Collection
0.6,32,Cell Cycle Dysregulation in Melanoma,"CDKN1A, IGF1",0.874612545929273,Elsevier_Pathway_Collection
0.6,23,IGF1 Role in Muscle Hypertrophy,"CDKN1A, IGF1",0.8840399909382934,Elsevier_Pathway_Collection
0.6,33,Dendritic Spine Morphogenesis and Stabilization,"NTRK2, SPTAN1",0.8898708422115357,Elsevier_Pathway_Collection
0.6,26,Proteins Involved in Colorectal Neoplasms,"CDKN1A, IGF1, ESR2",0.8906203432441432,Elsevier_Pathway_Collection
0.65,15,POMC Secretion in adenohypophysis,"PCSK1, CACNB2",0.6904466157778556,Elsevier_Pathway_Collection
0.65,13,rRNA Transcription and Processing,"BRF1, UBTF",0.7197402158340852,Elsevier_Pathway_Collection
0.65,14,Proteins with Altered Expression in Polycystic Ovary Syndrome,"LHCGR, IGF1",0.7397642311905596,Elsevier_Pathway_Collection
0.65,10,Vascularization in Hepatocellular Carcinoma,"ANG, IGF1",0.7498503941251915,Elsevier_Pathway_Collection
0.65,16,Proteins Involved in Glioma,"CDKN1A, TRPC6, IDH1, ANG, IGF1, ESR2",0.7763251729474847,Elsevier_Pathway_Collection
0.65,12,OPRD/OPRM -> Ion Channels,"KCNJ5, SCN10A",0.7797185671535923,Elsevier_Pathway_Collection
0.65,17,Proteins Involved in Hearing Loss,"CACNB2, CEACAM16, TPMT, GJB3, DUSP6",0.78363872876035,Elsevier_Pathway_Collection
0.65,11,Proteins Involved in Epilepsy,"NTRK2, KCNK9, PDYN, KCNK18, CPA6, SPTAN1",0.8044360580796444,Elsevier_Pathway_Collection
0.65,18,CHRM1/2/3/5 -> Ion Channels,"KCNJ5, KCNK9",0.8231723308872921,Elsevier_Pathway_Collection
0.65,9,ADRA1 -> Ion Channels,"SCN10A, PLCD1",0.8331671045835461,Elsevier_Pathway_Collection
0.65,8,Proteins Involved in Arterial Hypertension,"KCNJ5, TRPC6, IGF1, PLCD1, ESR2, TRPM4",0.839306504700522,Elsevier_Pathway_Collection
0.65,19,NFKB Canonical Signaling Activation in Cancer,"IKBKAP, TLR3, MALT1",0.8790862271872419,Elsevier_Pathway_Collection
0.65,7,GRM1/5 (Postsynaptic) -> Ion Channels,"KCNJ5, SCN10A",0.9488037027813012,Elsevier_Pathway_Collection
0.65,42,Astrocytoma,"CDKN1A, IDH1",0.98275556457124,Elsevier_Pathway_Collection
0.65,1,Proteins Involved in Diabetic Neuropathy,"NTRK2, SCN10A, UNC13A, IGF1",0.9843487049499277,Elsevier_Pathway_Collection
0.65,31,GFs/TNF -> Ion Channels,"NTRK2, SCN10A",0.9882892384837005,Elsevier_Pathway_Collection
0.65,38,Cell Cycle Dysregulation in Melanoma,"CDKN1A, IGF1",0.988997326725922,Elsevier_Pathway_Collection
0.65,26,Myostatin-IGF1 Crosstalk in Skeletal Muscles in Muscular Dystrophies,"CDKN1A, IGF1",0.9935079276030072,Elsevier_Pathway_Collection
0.65,30,Proteins Involved in Endometriosis,"KLF11, SCARB1, FGF9, IGF1, ESR2",0.9969215750670781,Elsevier_Pathway_Collection
0.65,40,ADRB1 -> Ion Channels,SCN10A,0.9980520497890731,Elsevier_Pathway_Collection
0.7,7,Kruppel-like Factor 6 Signaling in Prostate Cancer,"CDKN1A, HDAC3",0.4529554095181662,Elsevier_Pathway_Collection
0.7,8,Retinoic Acid Signaling Inhibition in Pre-Puberty Block of Meiosis,"CYP26B1, FGF9",0.49305178510496106,Elsevier_Pathway_Collection
0.7,6,Visual Cycle in Retinal Cones,"OPN1MW, OPN1LW",0.5284479777711939,Elsevier_Pathway_Collection
0.7,5,NOD-like Receptors,"NLRC4, NLRP1, TLR3",0.5570828197152415,Elsevier_Pathway_Collection
0.7,4,Vitamin A (Retinol) Metabolism and Visual Cycle,"CYP26B1, OPN1MW, OPN1LW",0.5761063694552354,Elsevier_Pathway_Collection
0.7,1,rRNA Transcription and Processing,"RPL5, BRF1, UBTF",0.5832725151736916,Elsevier_Pathway_Collection
0.7,17,Androgen Receptor and Cell Cycle in Prostate Cancer,"CDKN1A, HDAC3",0.6781491816884816,Elsevier_Pathway_Collection
0.7,16,Vascularization in Hepatocellular Carcinoma,"ANG, IGF1",0.7205335055440117,Elsevier_Pathway_Collection
0.7,2,Proteins Involved in Epilepsy,"CHRNB2, NTRK2, KCNK9, KCNQ5, PDYN, KCNK18, CPA6, SPTAN1",0.7253201357314308,Elsevier_Pathway_Collection
0.7,3,Proteins Involved in Diabetic Neuropathy,"NTRK2, SCN10A, UNC13A, IGF1",0.7493463418371636,Elsevier_Pathway_Collection
0.7,15,ADRA1 -> Ion Channels,"SCN10A, PLCD1",0.7685690725802792,Elsevier_Pathway_Collection
0.7,9,Translation,"CARS, YARS, GARS",0.7753158633801599,Elsevier_Pathway_Collection
0.7,20,POMC Secretion in adenohypophysis,"PCSK1, CACNB2",0.7938662174508662,Elsevier_Pathway_Collection
0.7,13,Proteins Involved in Polycystic Ovary Syndrome,"LIPE, LHCGR, HDAC3, IGF1",0.7946729137075637,Elsevier_Pathway_Collection
0.7,14,NF-kB Canonical Signaling,"IKBKAP, TLR3, MALT1",0.7971839456632929,Elsevier_Pathway_Collection
0.7,18,OPRD/OPRM -> Ion Channels,"KCNJ5, SCN10A",0.7976578498376026,Elsevier_Pathway_Collection
0.7,19,Proteins with Altered Expression in Polycystic Ovary Syndrome,"LHCGR, IGF1",0.8356486499482801,Elsevier_Pathway_Collection
0.7,12,GRM1/5 (Postsynaptic) -> Ion Channels,"KCNJ5, SCN10A",0.8517421547374443,Elsevier_Pathway_Collection
0.7,10,GNRH Release Impairment in Hypogonadotrophic Hypogonadism,"PCSK1, TRPC6",0.8986105392627228,Elsevier_Pathway_Collection
0.7,11,"Glioblastoma, Secondary","CDKN1A, IDH1, IGF1",0.9093997650318877,Elsevier_Pathway_Collection
0.75,1,Proteins Involved in Epilepsy,"CHRNB2, NTRK2, KCNK9, EFHC1, KCNQ5, APOE, PDYN, KCNK18, SPTAN1, CPA6, SCN3A, HCN1",0.054170828712488565,Elsevier_Pathway_Collection
0.75,2,Proteins Involved in Diabetic Neuropathy,"NTRK2, SCN10A, UNC13A, SCN11A, APOE, IGF1",0.054348724129761626,Elsevier_Pathway_Collection
0.75,3,Proteins Involved in Frontotemporal Dementia,"TREM2, APOE, SMN1, TARDBP",0.07342540493592913,Elsevier_Pathway_Collection
0.75,5,Proteins Involved in Cataract,"COL18A1, COL4A3, SORD, CRYBB3, CRYBA1, IGF1",0.16638096392364848,Elsevier_Pathway_Collection
0.75,4,Proteins Involved in Arterial Hypertension,"C3, MC4R, KCNJ5, TRPC6, IGF1, APOE, JAK2, PLCD1, ESR2, TRPM4",0.16945461085706137,Elsevier_Pathway_Collection
0.75,8,Thyrotropin Releasing Hormone (TRH) Hypothalamic Release in non-Autoimmune Hypothyroidism,"MC4R, PCSK1, JAK2",0.24866470701654234,Elsevier_Pathway_Collection
0.75,6,rRNA Transcription and Processing,"RPL5, BRF1, UBTF",0.28401796215340536,Elsevier_Pathway_Collection
0.75,7,POMC Secretion in adenohypophysis,"CAMK2B, PCSK1, CACNB2",0.2841882365903341,Elsevier_Pathway_Collection
0.75,9,Proteins Involved in Hearing Loss,"CACNB2, CEACAM16, TPMT, GJB3, CLDN14, APOE, DUSP6, PDZD7",0.332417804296589,Elsevier_Pathway_Collection
0.75,10,Genes with Mutations Associated with Age-Related Macular Degeneration,"C3, APOE, TLR3",0.3860845663924419,Elsevier_Pathway_Collection
0.75,16,Vitamin A (Retinol) Metabolism and Visual Cycle,"CYP26B1, OPN1MW, OPN1LW",0.409787460143138,Elsevier_Pathway_Collection
0.75,20,Proteins Involved in Age-Related Macular Degeneration,"C3, COL18A1, ANG, APOE, IGF1, TLR3",0.4215245379476171,Elsevier_Pathway_Collection
0.75,12,Proteins Involved in Tangier Disease,"APOA1, APOE",0.4266123241165081,Elsevier_Pathway_Collection
0.75,19,Retinoic Acid Signaling Inhibition in Pre-Puberty Block of Meiosis,"CYP26B1, FGF9",0.4270482971213167,Elsevier_Pathway_Collection
0.75,15,IGF1R -> STAT Signaling,"IGF1, JAK2",0.43575997664134647,Elsevier_Pathway_Collection
0.75,18,FOXO1 and SREBP-1C Role in beta-Cell Suppression (Rodent Model),"IGF1, JAK2, MAFA",0.4381805348116052,Elsevier_Pathway_Collection
0.75,11,Inherited Channelopathies,"CHRNB2, EFHC1, HCN1",0.43950299044077573,Elsevier_Pathway_Collection
0.75,21,TSLP Signaling in Bronchial Epithelial Cell in Asthma,"CDKN1A, JAK2, TLR3",0.44618447967903646,Elsevier_Pathway_Collection
0.75,17,NOD-like Receptors,"NLRC4, NLRP1, TLR3",0.4639558603887584,Elsevier_Pathway_Collection
0.75,14,Kruppel-like Factor 6 Signaling in Prostate Cancer,"CDKN1A, HDAC3",0.4668856892585855,Elsevier_Pathway_Collection
0.8,1,Proteins Involved in Diabetic Neuropathy,"NTRK2, SCN10A, PTGIS, UNC13A, SCN11A, SCN9A, APOE, IGF1, INS",0.0012135034300103688,Elsevier_Pathway_Collection
0.8,2,ADRA1 -> Ion Channels,"SCN10A, GNA11, SCN9A, CACNA1C, PLCD1",0.004021027119273517,Elsevier_Pathway_Collection
0.8,3,Hypertrophic Cardiomyopathy,"JPH2, PLN, GNA11, ANKRD1, AGTR1, CACNA1C, IGF1, JAK2, MYH6",0.005804580361206961,Elsevier_Pathway_Collection
0.8,4,Proteins Involved in Frontotemporal Dementia,"CHMP2B, TREM2, APOE, SMN1, TARDBP",0.015586340344951398,Elsevier_Pathway_Collection
0.8,5,Proteins Involved in Hypothyroidism,"LRPAP1, PLN, THRA, APOA1, IGF1, CYP7A1, INS",0.01856253071849773,Elsevier_Pathway_Collection
0.8,8,Aldosterone Synthesis Chronic Regulation,"KCNJ5, CACNB2, GNA11, AGTR1, CACNA1C",0.02308927228602687,Elsevier_Pathway_Collection
0.8,6,Sarcomere Disorganization and Intracellular Calcium Overload,"JPH2, PLN, ANKRD1, CACNA1C, MYH6",0.026150907038174857,Elsevier_Pathway_Collection
0.8,7,Dilated Cardiomyopathy,"PLN, GNA11, ANKRD1, AGTR1, CACNA1C, IGF1, MYH6",0.026184454290156516,Elsevier_Pathway_Collection
0.8,11,alpha-Cell to beta-Cell Interconversion (Hypothesis),"PCSK1, MAF, INS, POU3F4",0.03570637959498516,Elsevier_Pathway_Collection
0.8,9,Proteins Involved in Arterial Hypertension,"KCNJ5, PTGIS, TRPC6, IGF1, ESR2, INS, C3, MC4R, AGTR1, APOE, JAK2, PLCD1, TRPM4",0.03650875890521575,Elsevier_Pathway_Collection
0.8,13,IGF1R -> STAT Signaling,"IGF1, JAK2, INS",0.038631228764096984,Elsevier_Pathway_Collection
0.8,10,POMC Secretion in adenohypophysis,"CAMK2B, PCSK1, CACNB2, CACNA1C",0.03927701755448368,Elsevier_Pathway_Collection
0.8,14,Proteins Involved in Epilepsy,"CHRNB2, NTRK2, KCNK9, CHRNA4, KCNK18, PDYN, EFHC1, KCNQ5, APOE, SCN3A, SPTAN1, CPA6, HCN1",0.04083690445852766,Elsevier_Pathway_Collection
0.8,12,Visual Cycle in Retinal Cones,"OPN1MW, OPN1LW, RBP3",0.041850497827771733,Elsevier_Pathway_Collection
0.8,15,CHRM1/2/3/5 -> Ion Channels,"KCNJ5, KCNK9, GNA11, CACNA1C",0.05468164364968982,Elsevier_Pathway_Collection
0.8,16,Proteins Involved in Hypertrophic Cardiomyopathy,"PLN, SCO2, ANKRD1, AGTR1, IGF1, MYH6",0.05539163721047131,Elsevier_Pathway_Collection
0.8,17,Proteins Involved in Cataract,"COL18A1, COL4A3, SORD, CRYBB3, CRYBA1, IGF1, INS",0.06706257788292956,Elsevier_Pathway_Collection
0.8,23,Proteins Involved in Osteoporosis,"IL1RN, CTSK, IRAK3, IGF1, ESR2, PTHLH, INS",0.07163350569476418,Elsevier_Pathway_Collection
0.8,21,Tertiary Hypothyroidism,"PCSK1, THRA, GNA11, JAK2",0.0716686091590429,Elsevier_Pathway_Collection
0.8,18,Inherited Channelopathies,"CHRNB2, CHRNA4, EFHC1, HCN1",0.07254952267375042,Elsevier_Pathway_Collection
0.85,1,Proteins Involved in Hypogonadotropic Hypogonadism,"SOX2, PCSK1, SIX6, FGF8, KISS1R, ANOS1, OTX2, NR0B1, NSMF",1.559818685276287e-05,Elsevier_Pathway_Collection
0.85,2,Proteins Involved in Epilepsy,"CHRNB2, PRNP, NTRK2, SYT1, KCNK9, CHRNA4, HSPB1, KCNK18, PDYN, CLCN2, CACNA1H, NEUROD1, REST, EFHC1, KCNQ5, APOE, RAC1, CAPN1, SCN3A, SPTAN1, CPA6, GRIA3, HCN1",9.286233193956533e-05,Elsevier_Pathway_Collection
0.85,3,Proteins Involved in Arterial Hypertension,"KCNJ5, PTGIS, TRPC6, VWF, CUL3, HSPB1, IGF1, ESR2, HSPD1, INS, C3, MC4R, HSD11B2, MC3R, CYP11B2, TRPV4, AGTR1, APOE, RAC1, JAK2, PLCD1, TRPM4",9.389372659857191e-05,Elsevier_Pathway_Collection
0.85,5,Proteins Involved in Hearing Loss,"CEACAM16, TPMT, DCDC2, ATP2B2, DUSP6, COCH, ACTG1, POU3F4, CDC42, CACNB2, DIAPH1, GIPC3, GJB3, CLDN14, TRPV4, MYH14, APOE, PDZD7",0.000769623475826625,Elsevier_Pathway_Collection
0.85,4,Proteins Involved in Cataract,"COL18A1, COL4A2, COL4A3, SORD, CRYBB3, CRYBA1, ANK2, PAX6, IGF1, PITX3, INS, GALK1",0.000846962373559779,Elsevier_Pathway_Collection
0.85,8,Medulloblastoma,"SOX2, NEUROD1, SMAD2, CDKN1A, REST, SMAD9, SOX11, OTX2, IGF1, RBPJ, GLI2, LRP6",0.0012413296938086186,Elsevier_Pathway_Collection
0.85,7,Dilated Cardiomyopathy,"SMAD2, PLN, GNA11, ANKRD1, AGTR1, CACNA1C, IGF1, EMD, MYH6, ACTG1",0.0012418500472678594,Elsevier_Pathway_Collection
0.85,6,alpha-Cell to beta-Cell Interconversion (Hypothesis),"NEUROD1, PCSK1, MAF, PAX6, INS, POU3F4",0.0013375284667204973,Elsevier_Pathway_Collection
0.85,9,Hypertrophic Cardiomyopathy,"SMAD2, JPH2, PLN, GNA11, ANKRD1, AGTR1, CACNA1C, IGF1, JAK2, MYH6, ACTG1",0.001383362692762241,Elsevier_Pathway_Collection
0.85,10,Proteins Involved in Hypothyroidism,"LRPAP1, PLN, TTR, THRA, APOA1, IGF1, CYP7A1, TSHR, INS",0.0025864151902619,Elsevier_Pathway_Collection
0.85,12,Proteins Involved in Diabetic Neuropathy,"NTRK2, SCN10A, PTGIS, UNC13A, SCN11A, SCN9A, APOE, IGF1, INS",0.00279326359415007,Elsevier_Pathway_Collection
0.85,11,Proteins Involved in Frontotemporal Dementia,"CHMP2B, TREM2, PSEN1, APOE, SMN1, TARDBP",0.0030181252883379837,Elsevier_Pathway_Collection
0.85,13,Inherited Channelopathies,"CHRNB2, CHRNA4, EFHC1, CLCN2, CACNA1H, HCN1",0.004102372674843723,Elsevier_Pathway_Collection
0.85,14,ADRA1 -> Ion Channels,"SCN10A, GNA11, SCN9A, CACNA1C, PLCD1",0.004139206734942022,Elsevier_Pathway_Collection
0.85,15,Sarcomere Disorganization and Intracellular Calcium Overload,"JPH2, PLN, ANKRD1, CACNA1C, MYH6, ACTG1",0.006720018111438675,Elsevier_Pathway_Collection
0.85,16,Aldosterone Synthesis Chronic Regulation,"KCNJ5, CACNB2, CYP11B2, GNA11, AGTR1, CACNA1C",0.00765878435679574,Elsevier_Pathway_Collection
0.85,17,POMC Secretion in adenohypophysis,"CAMK2B, PCSK1, CACNB2, CAMK2A, CACNA1C",0.008059055387313933,Elsevier_Pathway_Collection
0.85,18,Genes with Mutations Associated with Cataract,"MAF, CRYBB3, EPHA2, GALK1, PITX3",0.00979867253733669,Elsevier_Pathway_Collection
0.85,19,Proteins Involved in Osteoporosis,"EXT1, IL1RN, CTSK, IRAK3, IGF1, ESR2, PTHLH, TSHR, INS, LRP6",0.010695883334958372,Elsevier_Pathway_Collection
0.85,20,Cardiomyocyte Dysfunction,"SMAD2, TMEM43, ANKRD1, CACNA1C, EMD, MYH6, ACTG1",0.011605015752305096,Elsevier_Pathway_Collection
0.9,1,Proteins Involved in Hearing Loss,"GPSM2, CDKN1B, KCNC1, TPMT, PTPRQ, LRP2, COCH, ACTG1, CDC42, GJA1, NEU1, MYH14, APOE, PDZD7, CEACAM16, FZD4, ESRRB, DCDC2, ATP2B2, IL17RD, DUSP6, POU4F3, POU3F4, CACNB2, DIAPH1, GJB1, GIPC3, GJB3, CLDN14, PRPH2, TRPV4, KCNMA1, COL4A5, COL9A3, GLA",3.0770532794910493e-10,Elsevier_Pathway_Collection
0.9,3,Sarcomere Disorganization and Intracellular Calcium Overload,"RYR2, CAV3, TNNC1, ATP2A2, CACNA1C, ACTG1, JPH2, PLN, ACTC1, MYL2, ANKRD1, TCAP, MYH6, VCL",6.355138987982647e-10,Elsevier_Pathway_Collection
0.9,4,Hypertrophic Cardiomyopathy,"SMAD2, RYR2, MAP2K1, SMAD3, CAV3, TNNC1, ATP2A2, CACNA1C, IGF1, MTOR, ACTG1, JPH2, PLN, ACTC1, MYL2, GNA11, ANKRD1, AGTR1, TCAP, JAK2, MYH6, VCL",8.121517828501961e-10,Elsevier_Pathway_Collection
0.9,2,Dilated Cardiomyopathy,"SMAD2, RYR2, SMAD3, TNNC1, ATP2A2, CACNA1C, IGF1, ACTG1, PLN, ACTC1, SGCB, MYL2, GNA11, ANKRD1, AGTR1, TCAP, EMD, MAP3K7, MYH6, VCL",8.681938929233402e-10,Elsevier_Pathway_Collection
0.9,5,Cardiomyocyte Dysfunction,"SMAD2, RYR2, SMAD3, TNNC1, ATP2A2, CACNA1C, ACTG1, ACTC1, TMEM43, SGCB, MYL2, ANKRD1, TCAP, EMD, MYH6, VCL",6.745309941250827e-09,Elsevier_Pathway_Collection
0.9,6,Medulloblastoma,"SMAD2, CDKN1A, SMAD3, CDKN1B, CDKN2A, FOXG1, SMAD9, CXCR4, SOX11, IGF1, RBPJ, GLI2, LRP6, SOX2, NEUROD1, REST, MYCN, DVL1, EP300, CTNNB1, OTX2, NEUROG3",1.5039092509774368e-08,Elsevier_Pathway_Collection
0.9,7,Alcoholic Dilated Cardiomyopathy (Mouse Model),"RYR2, TNNC1, ATP2A2, CACNA1C, ACTG1, PLN, ACTC1, SGCB, MYL2, ANKRD1, TCAP, MYH6, VCL",2.4705621519165957e-08,Elsevier_Pathway_Collection
0.9,8,Proteins Involved in Hypertrophic Cardiomyopathy,"RYR2, CAV3, MRPS22, TNNC1, TPM2, GATA6, ATP2A2, IGF1, MTOR, PLN, ACTC1, SCO2, MYL2, ANKRD1, AGTR1, MYH6, VCL",5.140671604364972e-08,Elsevier_Pathway_Collection
0.9,9,Proteins Involved in Arterial Hypertension,"RYR2, CUL3, CXCR4, HSPB1, HSPD1, INS, C3, MC4R, HSD11B2, GJA1, APOE, RAC1, KCNN4, JAK2, TRPM4, KCNJ5, SMAD3, PTGIS, TRPC6, EDN3, VWF, BDNF, CAV1, AVPR2, IGF1, ESR2, MTOR, MC3R, CYP11B2, TRPV4, KCNMA1, AGTR1, PLCD1",1.9869586701829069e-07,Elsevier_Pathway_Collection
0.9,10,Proteins Involved in Epilepsy,"KDM5C, KCNC1, KCNK9, CHRNA4, FOXG1, CTNND2, HSPB1, CLCN2, CACNA1H, NEUROD1, APOE, RAC1, CAPN1, SCN3A, SPTAN1, CPA6, SCN1B, GRIA3, CHRNB2, PRNP, NTRK2, SYT1, BDNF, KCNK18, PDYN, MTOR, REST, DLG4, KCNMA1, PLP1, EFHC1, CTNNB1, KCNQ5, HCN1",2.0627125241863412e-07,Elsevier_Pathway_Collection
0.9,11,Proteins Involved in Cataract,"COL18A1, MAP2K1, GALT, SORD, CRYBB3, CRYBA1, CRYBB2, ANK2, PAX6, IGF1, INS, CRYGC, GJA1, GJA3, COL4A2, COL4A3, CRYAB, PITX3, GALK1",3.8086844421152447e-07,Elsevier_Pathway_Collection
0.9,12,Proteins Involved in Dilated Cardiomyopathy,"CAV1, TNNC1, GATA6, ATP2A2, NEXN, LDB3, ABCC9, IGF1, MTOR, INS, GJA1, PLN, ACTC1, MYL2, AGTR1, ANKRD1, CTNNB1, RAC1, KCNN4, EMD, CRYAB, VCL, MYH6, TLR3",3.710394424311361e-06,Elsevier_Pathway_Collection
0.9,13,Genes with Mutations Associated with Cataract,"CRYGC, MAF, GJA3, CRYBB3, CRYBB2, CRYAB, EPHA2, GALK1, PITX3",4.451206915821028e-06,Elsevier_Pathway_Collection
0.9,14,Proteins Involved in Hypogonadotropic Hypogonadism,"SOX2, PCSK1, SIX6, FGF8, POLR3B, KISS1R, ANOS1, OTX2, NR0B1, NSMF",5.659165785228804e-06,Elsevier_Pathway_Collection
0.9,15,Proteins Involved in Hypothyroidism,"LRPAP1, THRA, TPM2, ATP2A2, APOA1, IGF1, CYP7A1, TSHR, INS, PLN, TTR, NKX2-1, FAS, SLC16A2",1.0063796912179826e-05,Elsevier_Pathway_Collection
