AUC,Rank,Term_Name,Overlapping_Genes,Adjusted_P-value,Source
0.7,11,SmoothMuscle,"CDKN1A, ACTN1, ARHGAP29, TGFBI",1.0,Human_Gene_Atlas
0.7,17,Caudatenucleus,PDYN,1.0,Human_Gene_Atlas
0.7,12,SuperiorCervicalGanglion,"KCNJ5, LHCGR, SPTLC2, ZFR, WISP3, CASC5",1.0,Human_Gene_Atlas
0.7,13,Testis,"LIPE, VPS33B, IQCE, DOLK",1.0,Human_Gene_Atlas
0.7,19,Thalamus,DPP6,1.0,Human_Gene_Atlas
0.7,14,721 B lymphoblasts,"CARS, HDAC3, GFM2, VPS33B, MRPS34, HNRNPR, GIGYF2, MALT1, AAGAB, GARS, NAA15, APOL1, DFNA5",1.0,Human_Gene_Atlas
0.7,16,pineal day,"CACNB2, RBM8A, ROM1, NEFH, SPTAN1, TUBA4A",1.0,Human_Gene_Atlas
0.7,18,Fetalbrain,"DCHS1, CLASP1, ROBO1",1.0,Human_Gene_Atlas
0.7,22,Pancreas,TGDS,1.0,Human_Gene_Atlas
0.75,2,CD14+ Monocytes,"PROSC, CAMK2B, CTDP1, SPTLC2, SCO2, KIAA0196, TRIP4, NAGA, IRAK3, JAK2, DUSP6",0.10873628130031895,Human_Gene_Atlas
0.75,1,Liver,"COL18A1, LCAT, APOA1, IGF1, BAAT, ABCA13, AFF4, C3, CYP2A6, CLDN14, CFHR4, GPD1, ANG, APOE, MPDU1",0.20366075378441162,Human_Gene_Atlas
0.75,3,CD33+ Myeloid,"CAMK2B, KLF11, NAGA, IRAK3, DUSP6, PROSC, COL4A3BP, SPTLC2, SCO2, MSH3, PHIP, NLRP1, JAK2, TAF1",0.37078911063906655,Human_Gene_Atlas
0.75,4,CerebellumPeduncles,"CAMK2B, CYP26B1, FGF9, NRXN3",1.0,Human_Gene_Atlas
0.75,6,Adrenalgland,"SCARB1, TGM6",1.0,Human_Gene_Atlas
0.75,7,BronchialEpithelialCells,"CDKN1A, PORCN, GJB3, TREM2, PTHLH",1.0,Human_Gene_Atlas
0.75,11,Pancreas,"TGDS, CEL",1.0,Human_Gene_Atlas
0.75,5,721 B lymphoblasts,"CARS, HDAC3, GFM2, MRPS34, GMNN, VPS33B, HNRNPR, HPS6, GIGYF2, MALT1, PROSC, MYO1E, MSH3, TLK2, RAD54L, GARS, AAGAB, NAA15, APOL1, TARDBP, DFNA5",1.0,Human_Gene_Atlas
0.75,8,pineal night,"PCSK1, CACNB2, RBM8A, ROM1, COL4A3, HNRNPH2, KRT86, NEFH, MUT, TUBA4A",1.0,Human_Gene_Atlas
0.75,13,AdrenalCortex,"SCARB1, KCNJ5",1.0,Human_Gene_Atlas
0.75,10,Prostate,"IDH1, SORD, NEFH, TRPM4",1.0,Human_Gene_Atlas
0.75,9,Fetalbrain,"DCHS1, ZMYND11, SCN3A, CLASP1, ROBO1",1.0,Human_Gene_Atlas
0.75,12,Adipocyte,"LIPE, GPD1, CHRDL1",1.0,Human_Gene_Atlas
0.75,14,Leukemialymphoblastic(MOLT-4),"RAD54L, ARID2",1.0,Human_Gene_Atlas
0.75,19,Bonemarrow,ABCA13,1.0,Human_Gene_Atlas
0.75,16,PancreaticIslet,"PCSK1, CEL",1.0,Human_Gene_Atlas
0.75,15,Uterus,"DCHS1, IGF1, CHRDL1",1.0,Human_Gene_Atlas
0.75,17,Fetalliver,"GFM2, ABCA13",1.0,Human_Gene_Atlas
0.75,21,Salivarygland,FAM111B,1.0,Human_Gene_Atlas
0.75,18,CD56+ NKCells,"CD96, SAMD9, RBM8A, NDNL2, TRIP4, KIR3DL1, AAGAB, HPS6, SOS2",1.0,Human_Gene_Atlas
0.8,1,CD14+ Monocytes,"CAMK2B, FZD2, CTDP1, KIAA0196, TRIP4, TALDO1, NAGA, IRAK3, DUSP6, PROSC, SPTLC2, SCO2, JAK2",0.6090332935418001,Human_Gene_Atlas
0.8,2,Liver,"COL18A1, LCAT, APOA1, IGF1, BAAT, ABCA13, AFF4, C3, CYP2A6, CLDN14, CFHR4, GPD1, CDK10, ANG, PCBD1, APOE, MPDU1",0.7169446232062836,Human_Gene_Atlas
0.8,4,Thyroid,"SEPN1, TPMT, GNA11, LIPG, CHMP2B, ADSSL1, SORD, SLC4A11, SPINT2, SMAD6, RAB11B",0.8631139383612108,Human_Gene_Atlas
0.8,3,pineal night,"LRPAP1, PCSK1, RBM8A, ROM1, UFSP2, KRT86, MUT, TUBA4A, TMCO1, MIB1, CACNB2, CLCN4, RBP3, COL4A3, HNRNPH2, OTX2, NEFH",0.9862376370861998,Human_Gene_Atlas
0.8,6,Caudatenucleus,"THRA, MYH14, PDYN",1.0,Human_Gene_Atlas
0.8,8,Thalamus,"DPP6, CLCN4, PPP2R5D",1.0,Human_Gene_Atlas
0.8,17,MedullaOblongata,CLCN4,1.0,Human_Gene_Atlas
0.8,7,Uterus,"PLN, DCHS1, IGF1, CHRDL1, ACTG2, SPG20",1.0,Human_Gene_Atlas
0.8,5,CD33+ Myeloid,"CAMK2B, KLF11, DDX3X, NAGA, IRAK3, DUSP6, PROSC, COL4A3BP, RAD51, SPTLC2, SCO2, MSH3, PHIP, NLRP1, JAK2, TAF1",1.0,Human_Gene_Atlas
0.8,14,Salivarygland,"FAM111B, PHF6",1.0,Human_Gene_Atlas
0.8,11,CerebellumPeduncles,"CAMK2B, CYP26B1, FGF9, NRXN3",1.0,Human_Gene_Atlas
0.8,9,Fetalbrain,"KIF2A, BCL11A, SOX11, DCHS1, ZMYND11, SCN3A, CLASP1, ROBO1",1.0,Human_Gene_Atlas
0.8,15,Leukemia promyelocytic-HL-60,"NDUFAF4, BPTF",1.0,Human_Gene_Atlas
0.8,10,SkeletalMuscle,"RTN2, VAC14, KIAA1109, CHRNA4, ANKRD1, MYH8, TLK2, AMPD1, HFE2, OPTN",1.0,Human_Gene_Atlas
0.8,23,Tonsil,IL1RN,1.0,Human_Gene_Atlas
0.8,19,Adrenalgland,"SCARB1, TGM6",1.0,Human_Gene_Atlas
0.8,13,Heart,"SLC25A3, TRAPPC2L, PLN, SMPX, ADSSL1, MYH8, DCHS1, PPP2R5D, MYH6",1.0,Human_Gene_Atlas
0.8,18,Tongue,"IL1RN, SMPX, HFE2",1.0,Human_Gene_Atlas
0.8,12,pineal day,"RBM8A, ROM1, GUCA1A, UFSP2, TUBA4A, TMCO1, MIB1, CACNB2, CLCN4, RBP3, COL4A3, OTX2, NEFH, SPTAN1",1.0,Human_Gene_Atlas
0.8,16,retina,"RS1, GNA11, GUCA1A, ARR3, SOX10",1.0,Human_Gene_Atlas
0.85,13,CD33+ Myeloid,"CAMK2B, KLF11, DDX3X, NAGA, NBEAL2, IRAK3, PYGL, NOD2, DUSP6, BICD2, PROSC, CDC42, DIAPH1, COL4A3BP, RAD51, SPTLC2, SCO2, MSH3, PHIP, NLRP1, JAK2, TAF1",0.5071591293444877,Human_Gene_Atlas
0.85,10,Heart,"SLC25A3, TRAPPC2L, SMPX, AMHR2, HSPB1, LDB3, PPP2R5D, OPLAH, PLN, SDHAF1, ADSSL1, MYH8, DCHS1, ADCK4, MYH6",0.5451043185717612,Human_Gene_Atlas
0.85,12,Caudatenucleus,"THRA, MYH14, PDYN, COCH",0.5473984984649929,Human_Gene_Atlas
0.85,8,Tongue,"IL1RN, MYH2, SMPX, PKP1, HFE2, A2ML1",0.5597453061071097,Human_Gene_Atlas
0.85,14,pineal day,"RBM8A, CUL3, PDE4D, ROM1, GUCA1A, UFSP2, LDB3, FMN2, TUBA4A, TMCO1, MIB1, CACNA1G, CACNB2, CLCN4, COL4A2, RBP3, COL4A3, POGZ, OTX2, ZNF423, NEFH, SPTAN1",0.5604430766707218,Human_Gene_Atlas
0.85,11,pineal night,"LRPAP1, PCSK1, RBM8A, PDE4D, ROM1, UFSP2, FMN2, KRT86, MUT, TUBA4A, TMCO1, MIB1, CACNA1G, CACNB2, CLCN4, RDH12, RBP3, COL4A3, HNRNPH2, OTX2, ZNF423, NEFH",0.5642988024329225,Human_Gene_Atlas
0.85,7,Uterus,"PPP1CB, MFAP5, PLN, DCHS1, IGF1, RBPJ, CHRDL1, ACTG2, SPG20",0.569608582573131,Human_Gene_Atlas
0.85,15,AdrenalCortex,"SCARB1, KCNJ5, CYP11B2, CACNA1H, HSPD1",0.5784306031152846,Human_Gene_Atlas
0.85,9,Amygdala,"PRNP, NTRK2, DTNA, SYT1, THRA, CAMK2A, MUT, DPP6, TUBB2A, CALM1, SBF1, ZMYND11, OPTN",0.5915497019291842,Human_Gene_Atlas
0.85,6,Fetalbrain,"BCL11A, NR2F1, SOX11, ANK2, ROBO1, CDC42, TUBB2A, KIF2A, DCX, DCHS1, ZMYND11, SCN3A, CLASP1",0.6055180806724892,Human_Gene_Atlas
0.85,16,Thyroid,"TPMT, SORD, SLC4A11, SPINT2, MAGT1, SMAD6, TSHR, RAB11B, SEPN1, GNA11, LIPG, CHMP2B, ADSSL1",0.6579538008427344,Human_Gene_Atlas
0.85,5,CerebellumPeduncles,"CAMK2B, CYP26B1, FGF9, ANKH, SDHAF1, NRXN3, LARP7",0.712073576514294,Human_Gene_Atlas
0.85,4,CD14+ Monocytes,"CAMK2B, FZD2, CTDP1, KIAA0196, TALDO1, TRIP4, NAGA, IRAK3, PYGL, NOD2, DUSP6, PROSC, SPTLC2, SCO2, JAK2",0.7745672188091095,Human_Gene_Atlas
0.85,43,Tonsil,IL1RN,0.8984291893850923,Human_Gene_Atlas
0.85,42,FetalThyroid,"SRRM2, TSHR",0.918667410801194,Human_Gene_Atlas
0.85,18,OccipitalLobe,"PRNP, SYT1",0.9202117772211691,Human_Gene_Atlas
0.85,39,Leukemia promyelocytic-HL-60,"NDUFAF4, BPTF",0.92101643873671,Human_Gene_Atlas
0.85,38,Adipocyte,"MFAP5, LIPE, CTSK, GPD1, CHRDL1",0.9234963799402766,Human_Gene_Atlas
0.85,41,Adrenalgland,"SCARB1, TGM6",0.9250216943009807,Human_Gene_Atlas
0.85,21,SmoothMuscle,"ABCA1, EXT1, MFAP5, CDKN1A, PTGIS, ACTN1, DOCK7, PGK1, ARHGAP29, TGFBI, PTRF",0.9298092837916352,Human_Gene_Atlas
0.9,2,retina,"RERE, DTNA, EDN3, MYOC, NR2F1, CRYBB2, GUCA1A, PAX6, NR2F2, ARR3, SOX10, BEST1, SOX2, RS1, GPR143, RDH12, GNA11, SIX3, FLVCR2, COL9A2, RAB7A",0.004485328388752743,Human_Gene_Atlas
0.9,1,Liver,"GCDH, COL18A1, GALT, PGAP3, TMPRSS6, LCAT, ABCA13, AFF4, LMF1, C3, TTR, SPR, C9, HNF4A, PCBD1, APOE, CTSF, IL12RB1, ARSE, ACADS, ABCD1, MPDU1, ABCG5, GCKR, EDN3, APOA1, HNF1A, IGF1, BAAT, CYP27A1, AR, CYP2A6, GJB1, F9, CLDN14, PAH, CFHR4, EHHADH, GPD1, CDK10, CFHR5, ANG, LPA, GALK1",0.005570884319108393,Human_Gene_Atlas
0.9,3,Heart,"NDUFB9, RYR2, SLC25A3, GFM1, SMPX, AMHR2, HSPB1, LDB3, OPLAH, PLN, PPP2R1A, HNF4A, TRAPPC2L, EDN3, TNNC1, SLC34A1, PPP2R5D, NR2F2, WDR13, ACTC1, MYL2, PEX6, SDHAF1, ADSSL1, MYH8, TCAP, DCHS1, ADCK4, CRYAB, MYH6",0.02031063650158517,Human_Gene_Atlas
0.9,4,Uterus,"ZNF292, TPM2, NR2F2, IGF1, RBPJ, PKD2, CHRDL1, ACTG2, PPP1CB, MFAP5, ZEB1, PLN, KCNMA1, COL4A5, DCHS1, MYH11, SPG20",0.041790931063075576,Human_Gene_Atlas
0.9,6,Fetalbrain,"TRIO, MYT1L, BCL11A, FOXG1, TUBB, NR2F1, SOX11, ANK2, ROBO1, CDC42, MN1, TUBB2B, TUBB2A, MYCN, KIF2A, NBEA, DLG3, AKT3, DCX, DCHS1, ZMYND11, SCN3A, CLASP1",0.05244679571134373,Human_Gene_Atlas
0.9,5,SkeletalMuscle,"RTN2, VAC14, CHRNA4, ATP2A2, LDB3, PQBP1, GLI2, KIAA1109, TLK2, ANKRD1, CACNA1S, ABCD1, GRIA3, MYBPC1, TPM3, TPM2, GLMN, AMPD1, SMAD9, HFE2, MTOR, DIAPH1, MYH2, POLR3B, MYL2, MYH8, TCAP, OPTN, SLC27A4",0.06046822893463953,Human_Gene_Atlas
0.9,7,Fetalliver,"ABCA1, GLUD1, F9, GFM2, PAH, EHHADH, CFI, ANGPTL3, ACSL4, ABCA13, OTC",0.11134739896956881,Human_Gene_Atlas
0.9,8,Thyroid,"SLC35A2, ACAD8, TPMT, SORD, SLC4A11, SPINT2, LRP2, MAGT1, SDHD, SMAD6, TSHR, RAB11B, PEX7, SEPN1, EPCAM, PEX3, GNA11, LIPG, CHMP2B, NKX2-1, ADSSL1, KRIT1, EP300, COL9A3",0.16082403558591213,Human_Gene_Atlas
0.9,9,Amygdala,"PRNP, NTRK2, DTNA, SYT1, THRA, FOXG1, CTNND2, CAMK2A, KCTD1, ATP2C1, MUT, GLUD1, DPP6, TUBB2A, KIAA1279, COL9A3, PRR12, CALM1, SBF1, ZMYND11, OPTN",0.24248838072201856,Human_Gene_Atlas
0.9,10,Leukemia promyelocytic-HL-60,"CR2, CDKN2A, NDUFAF4, POLR1C, SMC3, BPTF",0.2629849031294719,Human_Gene_Atlas
0.9,13,Tongue,"IL1RN, MYH2, SMPX, PKP1, HFE2, A2ML1, KRT5, PITX1",0.4863891539315256,Human_Gene_Atlas
0.9,14,CerebellumPeduncles,"CAMK2B, CYP26B1, FGF9, ANKH, KCNC1, PTCHD1, SDHAF1, NRXN3, LARP7",0.49015653312501284,Human_Gene_Atlas
0.9,12,PrefrontalCortex,"RERE, RYR2, TRIO, CTNND2, CAMK2A, SOX2, PPP3CA, COL4A3BP, SOX9, SPTAN1, SCN1B, NTRK2, DYNC1H1, TTC37, SMARCC2, DTNA, MYO10, SYT1, IQCE, ANK2, MAPK8IP3, DNM1, IL1RAPL1, EEF1A2, CALM1, SHANK3, OPTN",0.5000328808487594,Human_Gene_Atlas
0.9,11,SmoothMuscle,"ABCA1, CDKN1A, SMAD3, PTGIS, BDNF, ACTN1, DOCK7, ARHGAP29, PLOD2, ATP2C1, COL1A1, EXT1, SGCE, MFAP5, EXT2, SGCB, PGK1, PGM3, TGFBI, PTRF",0.5215158819456662,Human_Gene_Atlas
0.9,15,OlfactoryBulb,"INF2, SGCB, MPZ, PRX, SOX10, CLCN2",0.5570833064046042,Human_Gene_Atlas
0.9,16,AdrenalCortex,"RANBP2, SCARB1, KCNJ5, CYP11B2, CYP21A2, CACNA1H, HSPD1",0.5957405132407129,Human_Gene_Atlas
0.9,22,pineal day,"RBM8A, CUL3, GUCA1A, UFSP2, LDB3, FMN2, HDAC8, CACNA1F, CACNA1G, POGZ, OTX2, RAB28, ZNF423, NEFH, SPTAN1, SMAD3, PDE4D, ROM1, TUBA4A, TMCO1, MIB1, CACNB2, F8, CLCN4, KIAA1279, COL4A2, RBP3, PRPH2, DLG4, PEX6, KCNMA1, COL4A3",0.6265800012408805,Human_Gene_Atlas
0.9,17,pineal night,"LRPAP1, PCSK1, RBM8A, UFSP2, FMN2, HDAC8, KRT86, CACNA1G, RDH12, KRIT1, OTX2, ZNF423, NEFH, RANBP2, MYOC, EYA1, PDE4D, ROM1, MUT, TUBA4A, TMCO1, MIB1, CACNB2, F8, CLCN4, RBP3, PRPH2, DLG4, KCNMA1, COL4A3, HNRNPH2, LHX4",0.62958683744495,Human_Gene_Atlas
0.9,18,CD33+ Myeloid,"CAMK2B, DDX3X, TNFAIP3, PYGL, NOD2, BICD2, SGSH, RNF135, PROSC, CDC42, CECR1, NIPBL, COL4A3BP, SPTLC2, NLRP3, NLRP1, JAK2, CTSA, KLF11, NAGA, NBEAL2, IRAK3, DUSP6, DIAPH1, SON, RAD51, SCO2, MSH3, TBXAS1, PHIP, GLA, TAF1",0.6349889742775292,Human_Gene_Atlas
0.9,21,Prostate,"IDH1, SORD, HSPB1, NBEAL2, ATP2C1, TIRAP, PEX7, GNA11, POGZ, MYH11, SOX9, NEFH, TRPM4",0.6533919357867215,Human_Gene_Atlas
0.95,1,retina,"RERE, OCA2, SLC45A2, FOXC1, TYRP1, PSEN2, GUCA1A, ARR3, NR2E3, BEST1, SOX2, RS1, KCNV2, RDH12, GNA11, SIX3, CYP1B1, TIMP3, FLVCR2, PDE6B, PDE6A, IMPG1, ZFHX3, DTNA, EDN3, MYOC, ABCA4, NR2F1, HUWE1, CRYBB2, PAX6, MITF, NR2F2, TYR, SOX10, BMP4, GPR143, BMP2, MAK, RDH5, COL9A2, RAB7A, FGFR1",1.0009025693879288e-07,Human_Gene_Atlas
0.95,2,SkeletalMuscle,"RYR1, HFE, MPL, ATP2A2, PYGM, LDB3, ENO3, NR2E3, PQBP1, GLI2, RIMS1, KIAA1109, CYP2D6, TLK2, ANKRD1, ROS1, ABCD1, PGM1, MYBPC1, CPT1A, TPM3, ACTN2, TPM2, ATRX, DYRK1A, AMPD1, HFE2, DICER1, MYO7A, SMC1A, MYH2, MYOT, PACS1, MYL2, TNNT3, MYH8, SCN4A, CASQ1, OPTN, FREM2, RAPSN, SLC27A4, RTN2, VAC14, CHRNA4, COL11A2, ABCB11, CLCN1, TTN, TTC21B, OTOF, FLNB, FLNC, CACNA1S, GRIA3, GLMN, SMAD9, NEB, SYT14, GRIN2B, MTOR, DIAPH1, DES, POLR3B, TCAP, NF2",4.667630126627774e-07,Human_Gene_Atlas
0.95,3,Liver,"GABRB2, COL18A1, SERPINA1, ACY1, PGAP3, PRKCSH, ADK, C8B, ABCA13, AFF4, DHTKD1, GYS2, LIPC, MECOM, NAGLU, SPR, CPT2, CYP2D6, SMPD1, HNF4A, CYP1B1, CTSF, SLC37A4, ACADS, ABCD1, PGM1, FGA, ABCG5, EDN3, HGD, APOA1, ALG3, HNF1A, BAAT, APOA5, CYP27A1, AR, CYP2A6, F9, BTD, CLDN14, EHHADH, GPD1, ERF, SERPING1, ANG, PPIB, LPA, CFB, CEBPA, GCDH, CETP, GALT, SERPINC1, TMPRSS6, LCAT, LMF1, C3, HMGCL, TTR, NTHL1, C9, PCBD1, APOE, IL12RB1, ARSE, MPDU1, SURF1, GCKR, PKLR, SRD5A2, IGF1, FAH, ALDH6A1, GALE, GJB1, PAH, CENPJ, APOC2, CFHR4, CDK10, CFHR5, GALK1",7.045056039707855e-07,Human_Gene_Atlas
0.95,4,Heart,"RYR2, SETD2, SLC25A3, GFM1, AMHR2, HFE, HSPB1, LDB3, WDR45, OPLAH, FARS2, GYS1, CSRP3, SGCA, PPP2R1A, HNF4A, IDS, MPV17, SCN5A, MYBPC3, ATPAF2, TRAPPC2L, EDN3, ACTN2, TNNC1, SLC34A1, PGAM2, TPM1, PPP2R5D, MYL2, TNNT2, PEX6, SDHAF1, ADSSL1, MYH8, CRYAB, MYH6, NDUFB9, SMPX, PLN, BAG3, MFN2, CAMTA1, FLNC, NKX2-5, PEX19, MDH2, IDH2, NR2F2, WDR13, DES, ACTC1, TCAP, IFT27, DCHS1, ADCK4, ACO2",4.029562867317378e-05,Human_Gene_Atlas
